word,level,pos,thai,definition
gaze,C1,noun/verb,การจ้องมอง,"A fixed look; a look of eagerness, wonder, or admiration; a continued look of attention."
gear,C1,noun,เกียร์,"Equipment or paraphernalia, especially that used for an athletic endeavor."
gender,B2,noun,เพศ,Class; kind.
gene,B2,noun,ยีน,"A theoretical unit of heredity of living organisms; a gene may take several values and in principle predetermines a precise trait of an organism's form (phenotype), such as hair color."
generic,C1,adjective,ทั่วไป,A product sold under a generic name.
genetic,B2,adjective,พันธุกรรม,Relating to genetics or genes.
genius,B2,noun,อัจฉริยะ,"Someone possessing extraordinary intelligence or skill; especially somebody who has demonstrated this by a creative or original work in science, music, art etc."
genocide,C1,noun,การฆ่าล้างเผ่าพันธุ์,"The systematic killing of substantial numbers of people on the basis of their ethnicity, religion, political beliefs, social status, or other particularities."
genuine,B2,adjective,แท้จริง,"Belonging to, or proceeding from the original stock; native"
genuinely,B2,adverb,อย่างแท้จริง,"In a genuine manner; truthfully, truly."
gesture,B2,noun,ท่าทาง,"A motion of the limbs or body, especially one made to emphasize speech."
gig,B2,noun,คอนเสิร์ต,"A performing engagement by a musical group; or, generally, any job or role, especially for a musician or performer."
glance,C1,noun/verb,มองแวบเดียว,A brief or cursory look.
glimpse,C1,noun,เหลือบ,"A brief look, glance, or peek."
globalization,B2,noun,โลกาภิวัตน์,The process of becoming a more interconnected world.
globe,B2,noun,โลก,Any spherical (or nearly spherical) object.
glorious,C1,adjective,รุ่งโรจน์,"Exhibiting attributes, qualities, or acts that are worthy of or receive glory."
glory,C1,noun,ความรุ่งโรจน์,Great or overwhelming beauty or splendour.
golden,B2,adjective,สีทอง,"Kyphosus vaigiensis, a fish found in southeast Asia."
goodness,B2,noun,ความดี,The state or characteristic of being good.
gorgeous,B2,adjective,งดงาม,(of a person or place) Very beautiful.
governance,C1,noun,การกำกับดูแล,"The process, or the power, of governing; government or administration."
governor,B2,noun,ผู้ว่าการ,The chief executive officer of a first-level division of a country.
grace,C1,noun,พระคุณ,"Charming, pleasing qualities."
graphic,B2,adjective,กราฟิก,A drawing or picture.
graphics,B2,noun,กราฟิก,The making of architectural or design drawings.
grasp,C1,verb/noun,เข้าใจ,(sometimes figurative) Grip.
grave (for dead person),C1,noun,หลุมฝังศพ (สำหรับผู้เสียชีวิต),a hole in the ground where a dead body is buried; a place of burial
grave (serious),C1,adjective,ร้ายแรง (สาหัส),very serious and worrying; giving cause for great concern
gravity,C1,noun,แรงโน้มถ่วง,The state or condition of having weight; weight; heaviness.
greatly,B2,adverb,อย่างมาก,To a great extent or degree.
greenhouse,B2,noun,เรือนกระจก,"A building used to grow plants, particularly one with large glass windows or plastic sheeting to trap heat from sunlight even in intemperate seasons or climates."
grid,C1,noun,ตาราง,"A rectangular array of squares or rectangles of equal size, such as in a crossword puzzle."
grief,C1,noun,ความโศกเศร้า,"Suffering, hardship."
grin,C1,verb/noun,ยิ้ม,A smile in which the lips are parted to reveal the teeth.
grind,C1,verb,บด,"The act of reducing to powder, or of sharpening, by friction."
grip,C1,noun/verb,การจับ,"To take hold of, particularly with the hand."
grocery,B2,noun,ร้านขายของชำ,(usually groceries) retail foodstuffs and other household supplies.
gross,C1,adjective,ทั้งหมด,Twelve dozen = 144.
guerrilla,C1,noun,กองโจร,"A soldier in a small independent group, fighting against the government or regular forces by surprise raids."
guidance,C1,noun,คำแนะนำ,The act or process of guiding.
guideline,B2,noun,แนวทางปฏิบัติ,A non-specific rule or principle that provides direction to action or behaviour.
guilt,C1,noun,ความรู้สึกผิด,Responsibility for wrongdoing.
gut,C1,noun,ลำไส้,"The alimentary canal, especially the intestine."
habitat,B2,noun,ที่อยู่อาศัย,Conditions suitable for an organism or population of organisms to live.
hail,C1,verb,ลูกเห็บ,"Balls or pieces of ice falling as precipitation, often in connection with a thunderstorm."
halfway,C1,adverb,ครึ่งทาง,Half of the way between two points; midway.
halt,C1,verb/noun,หยุด,To limp; move with a limping gait.
handful,C1,noun,กำมือ,The amount that a hand will grasp or contain.
handling,C1,noun,การจัดการ,"A touching, controlling, managing, using, take care of, etc., with the hand or hands, or as with the hands."
handy,C1,adjective,สะดวก,"Easy to use, useful."
harassment,C1,noun,การคุกคาม,Persistent attacks and criticism causing worry and distress.
harbour,B2,noun,ท่าเรือ,Any place of shelter.
hardware,C1,noun,ฮาร์ดแวร์,"Fixtures, equipment, tools and devices used for general-purpose construction and repair of a structure or object. Also such equipment as sold as stock by a store of the same name, e.g. hardware store."
harmony,C1,noun,ความสามัคคี,Agreement or accord.
harsh,C1,adjective,รุนแรง,To negatively criticize.
harvest,C1,noun/verb,เก็บเกี่ยว,The third season of the year; autumn; fall.
hatred,C1,noun,ความเกลียดชัง,Strong aversion; intense dislike
haunt,C1,verb,หลอกหลอน,A place at which one is regularly found; a habitation or hangout.
hazard,C1,noun,อันตราย,"The chance of suffering harm; danger, peril, risk of loss."
headquarters,B2,noun,สำนักงานใหญ่,The military installation from which troops are commanded and orders are issued; the military unit consisting of a commander and his support staff.
heal,B2,verb,รักษา,A spell or ability that restores hit points or removes a status ailment.
healthcare,B2,noun,การดูแลสุขภาพ,"The prevention, treatment, and management of illness or the preservation of mental and physical well-being through the services offered by the medical, nursing, and allied health professions."
heighten,C1,verb,สูงขึ้น,To make high; to raise higher; to elevate.
helmet,B2,noun,หมวกนิรภัย,"A protective head covering, usually part of armour."
